Title,Location,Rent,Bathrooms,BHK,Area
"1 BHK Flat for Rent in Ittina Sarva 2, Hongasandra, Bangalore","Ittina Sarva 2, Hongasandra",16000,4.0,1.0,515
"2 BHK Flat for Rent in SK Aster, Doddathoguru, Electronic City, Bangalore","SK Aster, Doddathoguru, Electronic City",21000,2.0,2.0,900
"3 BHK Flat for Rent in G Corp The Icon, Thanisandra, Bangalore","G Corp The Icon, Thanisandra",65000,3.0,3.0,1400
"2 BHK Flat for Rent in VBHC Palmhaven 2, Mysore Road, Bangalore","VBHC Palmhaven 2, Mysore Road",24000,2.0,2.0,902
"3 BHK Flat for Rent in Nishant Prime, Immadihalli, Whitefield, Bangalore","Nishant Prime, Immadihalli, Whitefield",45000,4.0,3.0,1364
"3 BHK House for Rent in Gokula Extension, Mathikere, Outer Ring Road Bangalore","Gokula Extension, Mathikere, Outer Ring Road",30000,2.0,3.0,1150
3 BHK Villa for Rent in Kothanur Bangalore,Kothanur,85000,4.0,3.0,3544
"4 BHK Flat for Rent in Puravankara Purva Coronation Square, Phase 7 JP Nagar, Bangalore","Puravankara Purva Coronation Square, Phase 7 JP Nagar",75000,4.0,4.0,2503
"3 BHK Flat for Rent in Asset Aura, Gunjur, Bangalore","Asset Aura, Gunjur",50000,6.0,3.0,1697
"2 BHK House for Rent in Udayanagar Extension, Mahadevapura Bangalore","Udayanagar Extension, Mahadevapura",30000,2.0,2.0,1100
"2 BHK Flat for Rent in Vandana Tejyesh, Panathur Main Road, Bangalore","Vandana Tejyesh, Panathur Main Road",40000,2.0,2.0,1302
"1 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,9500,1.0,1.0,400
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,18500,1.0,1.0,400
"2 BHK Flat for Rent in Akshayanagar, Bangalore",Akshayanagar,18000,4.0,2.0,1089
"3 BHK Flat for Rent in EAPL Sri Tirumala Sarovar, Singasandra, Hosur Road, Bangalore","EAPL Sri Tirumala Sarovar, Singasandra, Hosur Road",37000,4.0,3.0,1674
1 BHK House for Rent in 3rd Block Rajajinagar Bangalore,3rd Block Rajajinagar,12000,1.0,1.0,700
"1 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore","Prithvi Layout, Whitefield",21000,1.0,1.0,500
"1 BHK Flat for Rent in Bhoganhalli, Bangalore",Bhoganhalli,12000,3.0,1.0,400
"3 BHK Flat for Rent in Sapthagiri Tower Sorahunase Village, Varthur, Bangalore","Sapthagiri Tower Sorahunase Village, Varthur",30000,2.0,3.0,900
2 BHK House for Rent in Devasandra Krishnarajapura Bangalore,Devasandra Krishnarajapura,22000,1.0,2.0,1200
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur Gardens,150000,4.0,4.0,4000
1 BHK House for Rent in Dee Enclave Bangalore,Dee Enclave,120000,1.0,1.0,350
"3 BHK Flat for Rent in Godrej E City Phase II, Electronic City, Bangalore","Godrej E City Phase II, Electronic City",48000,3.0,3.0,1449
4 BHK House for Rent in Akshayanagara East Bangalore,Akshayanagara East,58000,3.0,4.0,2500
"2 BHK Flat for Rent in Hosur Main Road, Bangalore",Hosur Main Road,25000,4.0,2.0,1150
"1 BHK Flat for Rent in Prestige Sunrise Park, Electronic City, Bangalore","Prestige Sunrise Park, Electronic City",27000,1.0,1.0,630
"1 BHK House for Rent in Hoodi, Hoodi Bangalore","Hoodi, Hoodi",15000,1.0,1.0,600
"2 BHK House for Rent in Singasandra, Hosur Road Bangalore","Singasandra, Hosur Road",12000,2.0,2.0,1550
"3 BHK Flat for Rent in Mana Uber Verdant 2, Sarjapura, Bangalore","Mana Uber Verdant 2, Sarjapura",68000,2.0,3.0,1628
2 BHK Flat for Rent in Bangalore,,23500,4.0,2.0,800
2 BHK House for Rent in Vidyaranyapura Bangalore,Vidyaranyapura,17000,2.0,2.0,1300
"3 BHK Flat for Rent in Ittina Mahavir, Electronic City, Bangalore","Ittina Mahavir, Electronic City",37000,6.0,3.0,1103
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,31000,2.0,3.0,1200
"3 BHK House for Rent in Kalidasa Layout, Banashankari Bangalore","Kalidasa Layout, Banashankari",22500,3.0,3.0,1250
"2 BHK House for Rent in Veerenahalli, Bangalore, Avalahalli Bangalore","Veerenahalli, , Avalahalli",13500,1.0,2.0,700
"2 BHK Flat for Rent in Abhee Nandana, Harlur, Bangalore","Abhee Nandana, Harlur",42000,4.0,2.0,940
2 BHK Flat for Rent in Bangalore,,65000,2.0,2.0,1300
2 BHK House for Rent in Kodihalli Bangalore,Kodihalli,25000,1.0,2.0,800
3 BHK House for Rent in Hebbal Bangalore,Hebbal,52000,2.0,3.0,1200
"2 BHK Flat for Rent in Sree Adithya Elite, Seegehalli, Bangalore","Sree Adithya Elite, Seegehalli",25000,2.0,2.0,1040
"2 BHK Flat for Rent in Candeur Landmark, Gunjur, Bangalore","Candeur Landmark, Gunjur",45000,2.0,2.0,850
5 BHK Villa for Rent in Daadys Gaarden Layout Bangalore,Daadys Gaarden Layout,45000,5.0,5.0,3000
"3 BHK Flat for Rent in Prestige Estates Shantiniketan, Thigalarapalya Hoodi, Bangalore","Prestige Estates Shantiniketan, Thigalarapalya Hoodi",75000,3.0,3.0,1554
"2 BHK Flat for Rent in Adithya Park, Amrutahalli, Bangalore","Adithya Park, Amrutahalli",25000,5.0,2.0,1179
2 BHK House for Rent in Raghavendra Nagar Kalkere Bangalore,Raghavendra Nagar Kalkere,26000,2.0,2.0,1600
3 BHK House for Rent in Hallehalli Bangalore,Hallehalli,43000,3.0,3.0,2000
2 BHK Flat for Rent in Bangalore,,30000,2.0,2.0,970
"3 BHK Flat for Rent in Puravankara Purva Venezia, Yelahanka, Bangalore","Puravankara Purva Venezia, Yelahanka",55000,3.0,3.0,1600
"1 BHK Flat for Rent in Adakamaranahalli, Bangalore",Adakamaranahalli,7000,1.0,1.0,500
"3 BHK Flat for Rent in V Classic, Ramamurthy Nagar, Bangalore","V Classic, Ramamurthy Nagar",62000,2.0,3.0,1151
"2 BHK Flat for Rent in Konappana Agrahara, Electronic City, Bangalore","Konappana Agrahara, Electronic City",23000,2.0,2.0,1180
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,50000,2.0,2.0,800
"2 BHK Flat for Rent in MC Sarovar, Krishnarajapura, Bangalore","MC Sarovar, Krishnarajapura",32000,2.0,2.0,1150
"2 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore","Hosa Road, off Hosur Road",43000,2.0,2.0,1000
"1 BHK Flat for Rent in Pride Sunrise Phase II, Jigani, Bangalore","Pride Sunrise Phase II, Jigani",12000,1.0,1.0,450
2 BHK House for Rent in Manjunatha Layout Arekere Bangalore,Manjunatha Layout Arekere,26000,2.0,2.0,1000
"3 BHK Villa for Rent in Ramagondanahalli-Whitefield, Whitefield Bangalore","Ramagondanahalli-Whitefield, Whitefield",120000,3.0,3.0,2000
"4 BHK Flat for Rent in NR Royal Manor, Jakkur, Bangalore","NR Royal Manor, Jakkur",68000,4.0,4.0,3000
"3 BHK Flat for Rent in Srirampura, Bangalore",Srirampura,35000,3.0,3.0,2068
"3 BHK Flat for Rent in Prestige Lakeside Habitat, Gunjur, Bangalore","Prestige Lakeside Habitat, Gunjur",68999,3.0,3.0,1200
4 BHK Villa for Rent in Old Madras Road Bangalore,Old Madras Road,50000,3.0,4.0,1900
"2 BHK Flat for Rent in Doddakannelli Chikkanayakana Halli Road, Bangalore",Doddakannelli Chikkanayakana Halli Road,42000,2.0,2.0,885
"3 BHK Flat for Rent in Charan Habitat, Ganganagar, Bangalore","Charan Habitat, Ganganagar",40000,3.0,3.0,1650
"3 BHK Flat for Rent in Balaji Pristine, Whitefield, Bangalore","Balaji Pristine, Whitefield",58000,3.0,3.0,1200
"2 BHK Flat for Rent in Ashish AN Reddy Apartment, Whitefield, Bangalore","Ashish AN Reddy Apartment, Whitefield",40000,2.0,2.0,775
4 BHK House for Rent in Hosakerehalli Bangalore,Hosakerehalli,42000,3.0,4.0,2400
3 BHK Villa for Rent in Chikkanayakanahalli Bangalore,Chikkanayakanahalli,100000,4.0,3.0,3178
2 BHK House for Rent in Talacauvery Layout Basavanagara Bangalore,Talacauvery Layout Basavanagara,25000,2.0,2.0,1000
2 BHK House for Rent in NGEF Layout Chandra Layout Bangalore,NGEF Layout Chandra Layout,16000,2.0,2.0,1200
1 BHK House for Rent in Horamavu Bangalore,Horamavu,20000,1.0,1.0,700
"2 BHK Flat for Rent in SJR Parkway Homes, Rayasandra, Bangalore","SJR Parkway Homes, Rayasandra",48800,2.0,2.0,1016
"2 BHK Flat for Rent in Adarsh Greens, Kogilu, Bangalore","Adarsh Greens, Kogilu",37500,2.0,2.0,995
2 BHK House for Rent in Hennur Gardens Bangalore,Hennur Gardens,15000,2.0,2.0,800
3 BHK Villa for Rent in Brookefield Bangalore,Brookefield,100000,4.0,3.0,2700
"2 BHK Flat for Rent in B Satish Naidu Sri Krishna Shrine, Vidyaranyapura, Bangalore","B Satish Naidu Sri Krishna Shrine, Vidyaranyapura",27000,4.0,2.0,1150
"2 BHK Flat for Rent in Definer Kingdom, Budigere Cross, Bangalore","Definer Kingdom, Budigere Cross",35000,3.0,2.0,1189
3 BHK Villa for Rent in Whitefield Bangalore,Whitefield,75000,4.0,3.0,2500
2 BHK House for Rent in Kithiganur Bangalore,Kithiganur,14000,2.0,2.0,750
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,40000,3.0,3.0,2000
"3 BHK Flat for Rent in Emmanuel Heights, Hosa Road, off Hosur Road, Bangalore","Emmanuel Heights, Hosa Road, off Hosur Road",58000,3.0,3.0,1546
"3 BHK Flat for Rent in Simhadri layout Uttarahalli Hobli, Bangalore",Simhadri layout Uttarahalli Hobli,30000,3.0,3.0,1350
"2 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,35000,2.0,2.0,1200
"2 BHK Flat for Rent in Kanaka Nagar Hebbal, Bangalore",Kanaka Nagar Hebbal,16000,2.0,2.0,1000
"3 BHK Flat for Rent in The Belvedere by UKN, Devanahalli, Bangalore","The Belvedere by UKN, Devanahalli",65000,6.0,3.0,2500
2 BHK Villa for Rent in Budigere Cross Bangalore,Budigere Cross,33000,2.0,2.0,1180
2 BHK House for Rent in Appugarh Bangalore,Appugarh,13000,2.0,2.0,650
1 BHK Flat for Rent in Bangalore,,13000,3.0,1.0,600
2 BHK House for Rent in Nisarga Layout-Harapanahalli Bangalore,Nisarga Layout-Harapanahalli,15000,2.0,2.0,1100
2 BHK House for Rent in Jinkethimmanahalli Bangalore,Jinkethimmanahalli,18000,2.0,2.0,900
"3 BHK Flat for Rent in Lavender, Akshya Nagar, Ramamurthi Nagar, Bangalore","Lavender, Akshya Nagar, Ramamurthi Nagar",35000,2.0,3.0,1446
"1 BHK Flat for Rent in Amruthnagar, Bangalore",Amruthnagar,13500,1.0,1.0,525
2 BHK House for Rent in RT Nagar Bangalore,RT Nagar,150000,2.0,2.0,700
2 BHK House for Rent in Mylasandra Road Bangalore,Mylasandra Road,13000,2.0,2.0,600
2 BHK House for Rent in Kadabagere Bangalore,Kadabagere,7000,1.0,2.0,800
"3 BHK Flat for Rent in Shriram Greenfield, Budigere, Bangalore","Shriram Greenfield, Budigere",33000,3.0,3.0,960
2 BHK House for Rent in Doddakammanahalli Bangalore,Doddakammanahalli,19000,2.0,2.0,1000
1 BHK House for Rent in BSK 6th stage BDA layout 4h block behind hosahalli gangirplaya Bangalore,BSK 6th stage BDA layout 4h block behind hosahalli gangirplaya,6000,1.0,1.0,300
"4 BHK Flat for Rent in Bhagat Nagar, Bangalore",Bhagat Nagar,80000,4.0,4.0,4400
2 BHK House for Rent in Thambu Chetty Palya Bangalore,Thambu Chetty Palya,22000,2.0,2.0,1000
1 BHK House for Rent in Annapoorneshwari layout jp Bangalore,Annapoorneshwari layout jp,15000,1.0,1.0,600
"3 BHK Flat for Rent in Sattva Misty Charm, Uttarahalli Hobli, Bangalore","Sattva Misty Charm, Uttarahalli Hobli",50000,2.0,3.0,1321
4 BHK House for Rent in Hoskote Bangalore,Hoskote,45000,4.0,4.0,3600
1 BHK House for Rent in Anugondanahalli Bangalore,Anugondanahalli,6000,1.0,1.0,450
"2 BHK Flat for Rent in Radiant Heritage, Rayasandra, Bangalore","Radiant Heritage, Rayasandra",24000,4.0,2.0,1175
1 BHK House for Rent in Blessing Garden Layout Bangalore,Blessing Garden Layout,17000,1.0,1.0,700
"2 BHK Flat for Rent in Bapuji Nagar, Bangalore",Bapuji Nagar,5000,4.0,2.0,750
"3 BHK Flat for Rent in Saroj Whitesands, Outer Ring Road, Bangalore","Saroj Whitesands, Outer Ring Road",65000,3.0,3.0,1200
2 BHK House for Rent in Bettadasanapura Bangalore,Bettadasanapura,15000,1.0,2.0,500
"1 BHK Flat for Rent in Byrathi, Bangalore",Byrathi,11000,1.0,1.0,650
"3 BHK Flat for Rent in Cumins Genesis, Horamavu, Bangalore","Cumins Genesis, Horamavu",80000,3.0,3.0,1693
"2 BHK Flat for Rent in Rajagopala Nagar, Bangalore",Rajagopala Nagar,15000,2.0,2.0,1000
4 BHK House for Rent in HMT Layout Nagasandra Bangalore,HMT Layout Nagasandra,70000,3.0,4.0,4000
2 BHK House for Rent in Chokkanahalli Bangalore,Chokkanahalli,15000,1.0,2.0,800
2 BHK House for Rent in Totadaguddadahalli Bangalore,Totadaguddadahalli,8000,2.0,2.0,700
"3 BHK Flat for Rent in L And T Raintree Boulevard Phase 2, Byatarayanapura, Bangalore","L And T Raintree Boulevard Phase 2, Byatarayanapura",68000,3.0,3.0,1600
"3 BHK Flat for Rent in Belvedere By UKN Airport District Phase 2, Agrahara, Bangalore","Belvedere By UKN Airport District Phase 2, Agrahara",35000,2.0,3.0,1275
2 BHK Flat for Rent in Bangalore,,25000,3.0,2.0,1050
"3 BHK Flat for Rent in SNN Clermont, Hebbal, Bangalore","SNN Clermont, Hebbal",170000,4.0,3.0,2000
2 BHK Villa for Rent in Shettigere Bangalore,Shettigere,32000,2.0,2.0,950
"2 BHK House for Rent in Singasandra, Hosur Road Bangalore","Singasandra, Hosur Road",23000,1.0,2.0,800
"3 BHK Flat for Rent in Patel Realty Smondo 2, Neotown Road, Bangalore","Patel Realty Smondo 2, Neotown Road",54000,3.0,3.0,2000
4 BHK Villa for Rent in Chikkagubbi Bangalore,Chikkagubbi,180000,4.0,4.0,2800
"4 BHK Flat for Rent in Mudhaliyar Layout Road, Bangalore",Mudhaliyar Layout Road,73000,3.0,4.0,2000
"2 BHK Flat for Rent in Punarjani Rain Drops, Mullur, Bangalore","Punarjani Rain Drops, Mullur",24000,2.0,2.0,1000
"1 BHK Flat for Rent in Arekere, Bangalore",Arekere,20000,1.0,1.0,400
4 BHK House for Rent in Kodichikknahalli Seenappa Layout Bommanahalli Bangalore,Kodichikknahalli Seenappa Layout Bommanahalli,80000,4.0,4.0,3800
"2 BHK Flat for Rent in Casa Gopalan, Borewell Road, Bangalore","Casa Gopalan, Borewell Road",49999,2.0,2.0,1440
4 BHK House for Rent in Bettadasanapura Bangalore,Bettadasanapura,50000,3.0,4.0,150
"3 BHK Flat for Rent in Urbana Belvedere, Kannamangala, Bangalore","Urbana Belvedere, Kannamangala",45000,3.0,3.0,1700
3 BHK Villa for Rent in Whitefield Bangalore,Whitefield,96000,3.0,3.0,950
"2 BHK House for Rent in Hosa Road, off Hosur Road Bangalore","Hosa Road, off Hosur Road",19000,2.0,2.0,600
1 BHK House for Rent in Chinnapanna Halli Bangalore,Chinnapanna Halli,17000,2.0,1.0,600
2 BHK House for Rent in Pragathi Layout Doddanekundi Bangalore,Pragathi Layout Doddanekundi,46000,2.0,2.0,1500
2 BHK House for Rent in Doddabommasandra Bangalore,Doddabommasandra,19000,2.0,2.0,1000
2 BHK House for Rent in Hosapalaya Bangalore,Hosapalaya,18000,1.0,2.0,750
3 BHK House for Rent in Devanahalli Bangalore,Devanahalli,65000,3.0,3.0,2514
1 BHK House for Rent in Kithiganur Bangalore,Kithiganur,14500,1.0,1.0,600
"2 BHK House for Rent in Nagareshwara Nagenahalli, R.K.Hegde Nagar Bangalore","Nagareshwara Nagenahalli, R.K.Hegde Nagar",24000,2.0,2.0,1050
2 BHK House for Rent in Medahalli Bangalore,Medahalli,20000,3.0,2.0,650
"2 BHK Flat for Rent in Sai Pariwar, Shree Ananth Nagar Layout, Bangalore","Sai Pariwar, Shree Ananth Nagar Layout",21000,2.0,2.0,987
2 BHK House for Rent in K Channasandra Bangalore,K Channasandra,16000,2.0,2.0,950
2 BHK House for Rent in Coimbatore Bangalore,Coimbatore,13000,2.0,2.0,1950
"2 BHK Flat for Rent in K R Grand View Heights, Kowdenahalli, Ramamurthi Nagar, Bangalore","K R Grand View Heights, Kowdenahalli, Ramamurthi Nagar",40000,2.0,2.0,1195
"2 BHK Flat for Rent in Nallurahalli Main Road, Bangalore",Nallurahalli Main Road,35000,2.0,2.0,1392
"2 BHK House for Rent in Isro Layout, Kumaraswamy Layout Bangalore","Isro Layout, Kumaraswamy Layout",26000,2.0,2.0,1300
1 BHK House for Rent in Huskur Bangalore,Huskur,13000,1.0,1.0,500
1 BHK House for Rent in Sri Radhakrishna Nilaya JP Nagar 8th phase bangalore Bangalore,Sri Radhakrishna Nilaya JP Nagar 8th phase,8000,3.0,1.0,300
2 BHK House for Rent in Aavalahalli Bangalore,Aavalahalli,12000,1.0,2.0,700
3 BHK Villa for Rent in Jigani Bangalore,Jigani,42000,3.0,3.0,1900
"3 BHK Flat for Rent in Akme Ballet, Doddanekundi, Kartik Nagar, Bangalore","Akme Ballet, Doddanekundi, Kartik Nagar",80000,2.0,3.0,1620
2 BHK House for Rent in Kadugodi Bangalore,Kadugodi,18000,1.0,2.0,720
4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,120000,4.0,4.0,2500
"3 BHK Flat for Rent in Saroj Bluebells, Whitefield, Bangalore","Saroj Bluebells, Whitefield",62000,2.0,3.0,1290
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,32000,2.0,3.0,1450
2 BHK House for Rent in Uttarahalli Hobli Bangalore,Uttarahalli Hobli,20000,2.0,2.0,300
"4 BHK Villa for Rent in Hosa Road, off Hosur Road Bangalore","Hosa Road, off Hosur Road",75000,4.0,4.0,2483
"1 BHK Flat for Rent in MEG Layout, Bangalore",MEG Layout,30000,4.0,1.0,900
1 BHK House for Rent in sp mansion Bangalore,sp mansion,15000,1.0,1.0,500
2 BHK House for Rent in Bommasandra Jigani Link Road Bangalore,Bommasandra Jigani Link Road,10000,2.0,2.0,1200
2 BHK Flat for Rent in Bangalore,,32000,4.0,2.0,1050
"3 BHK Flat for Rent in Sky Asta, Raghuvanahalli Bangalore City Municipal Corporation Layout, Bangalore","Sky Asta, Raghuvanahalli  City Municipal Corporation Layout",29000,3.0,3.0,1200
1 BHK House for Rent in Hennur Main Road Bangalore,Hennur Main Road,13500,1.0,1.0,600
2 BHK House for Rent in Chikka Banaswadi Road Bangalore,Chikka Banaswadi Road,22000,2.0,2.0,950
"3 BHK Villa for Rent in Gollahalli-Electronic City, Electronic City Bangalore","Gollahalli-Electronic City, Electronic City",85000,3.0,3.0,2050
2 BHK House for Rent in Thammenahalli Village Bangalore,Thammenahalli Village,8000,1.0,2.0,550
1 BHK House for Rent in Basapura Village Road Bangalore,Basapura Village Road,13500,1.0,1.0,550
2 BHK House for Rent in Muddanapalya Bangalore,Muddanapalya,18000,1.0,2.0,800
2 BHK House for Rent in Chikkaballapur Bangalore,Chikkaballapur,5500,1.0,2.0,500
"1 BHK Flat for Rent in Sanjeevini Nagar, Hegganahalli, Bangalore","Sanjeevini Nagar, Hegganahalli",9000,4.0,1.0,400
2 BHK House for Rent in J P Nagar Bangalore,J P Nagar,17000,2.0,2.0,800
2 BHK House for Rent in Electronic City Bangalore,Electronic City,25000,2.0,2.0,1245
"2 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,22000,4.0,2.0,1100
"1 BHK Flat for Rent in Harlur, Bangalore",Harlur,11000,4.0,1.0,450
"2 BHK House for Rent in Singasandra, Hosur Road Bangalore","Singasandra, Hosur Road",13000,2.0,2.0,1500
"1 BHK Flat for Rent in Neelasandra, Bangalore",Neelasandra,12000,4.0,1.0,500
"3 BHK Flat for Rent in Shanthinagar, Bangalore",Shanthinagar,160000,6.0,3.0,2200
"1 BHK House for Rent in Nagavarapalya, CV Raman Nagar Bangalore","Nagavarapalya, CV Raman Nagar",20000,1.0,1.0,700
2 BHK House for Rent in Vaderahalli Bangalore,Vaderahalli,13000,3.0,2.0,1100
"1 BHK House for Rent in Mangammanapalya, Hosur Road Bangalore","Mangammanapalya, Hosur Road",15000,1.0,1.0,350
"3 BHK Flat for Rent in ITPL Main Road, Bangalore",ITPL Main Road,150000,3.0,3.0,2200
2 BHK House for Rent in Choodasandra Bangalore,Choodasandra,12000,2.0,2.0,600
"3 BHK Flat for Rent in Balagere Road, Bangalore",Balagere Road,59000,2.0,3.0,1450
2 BHK House for Rent in Bangalore,,6000,2.0,2.0,1500
1 BHK House for Rent in J P Nagar Bangalore,J P Nagar,10000,1.0,1.0,600
"3 BHK Flat for Rent in Hosakerehalli, Bangalore",Hosakerehalli,68000,3.0,3.0,1760
1 BHK House for Rent in Kyalasanahalli Bangalore,Kyalasanahalli,15000,3.0,1.0,517
"2 BHK Flat for Rent in Prashanth Extension Upkar Layout, Whitefield, Bangalore","Prashanth Extension Upkar Layout, Whitefield",32000,2.0,2.0,1100
2 BHK House for Rent in Varanasi Bangalore,Varanasi,14000,1.0,2.0,1150
6 BHK House for Rent in Hebbal Bangalore,Hebbal,170000,5.0,6.0,3200
4 BHK Villa for Rent in Kodigenahalli Bangalore,Kodigenahalli,130000,4.0,4.0,1500
"3 BHK Flat for Rent in Golden Grand, Yeswanthpur, Bangalore","Golden Grand, Yeswanthpur",53000,3.0,3.0,1650
"3 BHK Flat for Rent in Springfield Apartments, Sarjapur Road, Bangalore","Springfield Apartments, Sarjapur Road",75000,3.0,3.0,1920
"3 BHK Flat for Rent in Hsr Layout, Bangalore",Hsr Layout,180000,3.0,3.0,3200
3 BHK House for Rent in Nri Layout Bangalore,Nri Layout,49000,4.0,3.0,1900
4 BHK Villa for Rent in Sarjapura Bangalore,Sarjapura,47000,3.0,4.0,3000
"4 BHK Flat for Rent in Madivala, Bangalore",Madivala,85000,3.0,4.0,1600
"2 BHK Flat for Rent in Puravankara Purva Skydale, Ambalipura Haralur, Bangalore","Puravankara Purva Skydale, Ambalipura Haralur",50000,2.0,2.0,1350
"2 BHK Flat for Rent in Ahad Silver Park, Hsr Layout, Bangalore","Ahad Silver Park, Hsr Layout",38000,2.0,2.0,900
"3 BHK Flat for Rent in Prestige Lakeside Habitat, Whitefield, Bangalore","Prestige Lakeside Habitat, Whitefield",55000,2.0,3.0,1200
"2 BHK Flat for Rent in Sampangi Rama Nagara, Bangalore",Sampangi Rama Nagara,47000,2.0,2.0,900
"3 BHK House for Rent in Kathreguppe, Banashankari Bangalore","Kathreguppe, Banashankari",30000,3.0,3.0,1600
"2 BHK Flat for Rent in Skyline RK Atlantis, Mahadevapura, Bangalore","Skyline RK Atlantis, Mahadevapura",52000,2.0,2.0,1234
"3 BHK Flat for Rent in SJR Primecorp Palazza City, Doddakannelli, Bangalore","SJR Primecorp Palazza City, Doddakannelli",86000,2.0,3.0,1576
"4 BHK Flat for Rent in Sobha Royal Pavilion, Devarachikkana Halli, Bangalore","Sobha Royal Pavilion, Devarachikkana Halli",110000,4.0,4.0,2232
"3 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Block 4 Koramangala,65000,3.0,3.0,1500
"2 BHK Flat for Rent in White Field Ville, Immadihalli, Whitefield, Bangalore","White Field Ville, Immadihalli, Whitefield",26000,2.0,2.0,1100
"3 BHK Flat for Rent in Cauvery Serenity, Tumkur Road, Bangalore","Cauvery Serenity, Tumkur Road",50000,3.0,3.0,1948
"1 BHK Flat for Rent in Salarpuria Gold Summit, Hennur Main Road, Bangalore","Salarpuria Gold Summit, Hennur Main Road",30000,1.0,1.0,800
"2 BHK Flat for Rent in Rajajinagar, Bangalore",Rajajinagar,30000,2.0,2.0,1200
1 BHK House for Rent in Boyalahalli Bangalore,Boyalahalli,18000,1.0,1.0,600
"3 BHK Flat for Rent in Duo Marvel Layout, Bangalore",Duo Marvel Layout,60000,3.0,3.0,1800
